2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,0,0,0,0,0,0,0,40,40,40,4,0,0,0,0,0,4,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,67,40,3,0,0,0,0,0,29,0,0,0,0,0,0,2,
2,0,46,47,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,2,
2,40,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,28,28,7,2,
2,40,40,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,2,
2,32,28,28,28,28,28,7,0,0,0,29,0,0,30,28,28,28,28,28,31,0,46,47,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
2,0,0,0,32,28,28,28,28,28,28,28,28,28,28,28,28,28,6,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,134,135,0,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,65,159,160,0,2,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,0,0,65,0,2,
2,0,0,0,0,0,0,0,32,28,28,6,0,0,0,4,0,0,30,28,28,28,28,7,2,
2,0,0,0,0,0,0,0,0,0,0,3,0,126,0,3,0,0,0,0,0,0,0,0,2,
2,0,46,47,0,0,0,0,0,65,59,3,26,151,26,3,0,0,0,0,0,0,0,0,2,
2,0,0,0,0,0,0,0,0,59,13,29,0,0,0,29,0,0,0,0,0,0,0,0,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
