104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,
104,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,104,
104,0,0,0,0,0,0,0,0,0,0,3,0,46,47,0,0,0,3,0,0,0,0,0,104,
104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,104,
104,32,28,28,28,28,28,7,0,0,0,3,0,0,0,0,0,0,3,0,0,5,28,7,104,
104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,104,
104,0,59,0,130,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,26,26,104,
104,0,0,130,155,0,60,0,0,0,0,29,0,0,0,32,28,28,31,0,0,3,126,26,104,
104,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,151,26,104,
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,26,104,
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,104,
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,104,
104,0,0,0,32,28,28,28,6,0,0,0,32,28,28,28,28,28,28,28,28,8,28,7,104,
104,0,0,0,0,40,0,40,3,0,0,0,0,64,0,0,0,0,0,64,0,0,0,0,104,
104,0,0,0,0,0,0,0,3,0,0,0,0,64,0,0,0,0,0,64,0,0,0,0,104,
104,0,0,0,0,46,47,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,
104,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,64,0,0,0,0,0,46,47,104,
104,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,104,
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104
